Order_ID,Order_Date,Customer_ID,Customer_Name,Category,Sub_Category,Product,Region,City,Quantity,Unit_Price,Discount,Sales,Cost,Profit
O1205,2025-03-23,C045,Arjun,Furniture,Desk,Office Desk,North,Delhi,4,36975,0.0,147900.0,88229.24,59670.76
O1206,2025-06-12,C066,Priya,Furniture,Cabinet,Storage Cabinet,North,Jaipur,6,52390,0.15,267189.0,234456.74,32732.26
O1207,2025-10-16,C036,Rahul,Office Supplies,Pen,Cello Pen,East,Bhubaneswar,9,59429,0.0,534861.0,396728.75,138132.25
O1208,2025-01-25,C013,Kiran,Furniture,Cabinet,Storage Cabinet,North,Delhi,4,11238,0.1,40456.8,28702.69,11754.11
O1209,2025-05-08,C096,Sneha,Furniture,Cabinet,File Cabinet,North,Delhi,4,40208,0.15,136707.2,117662.45,19044.75
O1210,2025-01-05,C083,Priya,Furniture,Chair,Executive Chair,West,Pune,2,38047,0.1,68484.6,48253.18,20231.42
O1211,2025-04-09,C021,Anjali,Furniture,Chair,Executive Chair,North,Lucknow,2,46432,0.0,92864.0,67060.33,25803.67
O1212,2025-11-04,C093,Sneha,Furniture,Table,Office Table,West,Mumbai,4,46951,0.0,187804.0,120768.91,67035.09
O1213,2025-06-04,C092,Amit,Furniture,Desk,Study Desk,West,Mumbai,4,57122,0.2,182790.4,126435.11,56355.29
O1214,2025-08-18,C079,Kiran,Furniture,Desk,Office Desk,South,Chennai,5,4581,0.1,20614.5,14789.51,5824.99
O1215,2025-08-30,C085,Kiran,Furniture,Desk,Study Desk,East,Patna,5,30884,0.2,123536.0,68543.74,54992.26
O1216,2025-11-04,C055,Kiran,Furniture,Chair,Office Chair,East,Kolkata,3,53844,0.15,137302.2,111000.05,26302.15
O1217,2025-02-11,C021,Vikram,Furniture,Table,Computer Table,North,Jaipur,8,7494,0.0,59952.0,47699.76,12252.24
O1218,2025-03-01,C048,Rahul,Technology,Laptop,Dell Laptop,East,Kolkata,8,33260,0.0,266080.0,219583.55,46496.45
O1219,2025-03-20,C017,Neha,Furniture,Table,Computer Table,East,Kolkata,7,27525,0.1,173407.5,126596.11,46811.39
O1220,2025-03-28,C043,Rahul,Technology,Monitor,Dell Monitor,East,Kolkata,7,26824,0.2,150214.4,84902.49,65311.91
O1221,2025-08-16,C011,Sneha,Technology,Monitor,Samsung Monitor,East,Kolkata,5,16631,0.2,66524.0,46901.95,19622.05
O1222,2025-08-08,C081,Ravi,Office Supplies,File,Office File,West,Ahmedabad,5,41832,0.05,198702.0,110950.82,87751.18
O1223,2025-03-19,C041,Anjali,Technology,Laptop,HP Laptop,West,Pune,3,11924,0.15,30406.2,24203.49,6202.71
O1224,2025-09-15,C013,Kiran,Furniture,Desk,Study Desk,West,Pune,5,20231,0.15,85981.75,63603.66,22378.09
O1225,2025-06-02,C059,Vikram,Office Supplies,Printer Paper,Premium Paper,East,Bhubaneswar,1,58379,0.05,55460.05,35485.9,19974.15
O1226,2025-06-23,C021,Arjun,Technology,Mobile,OnePlus Mobile,East,Bhubaneswar,4,46904,0.15,159473.6,100307.01,59166.59
O1227,2025-05-29,C013,Kiran,Furniture,Cabinet,Storage Cabinet,West,Ahmedabad,1,37743,0.0,37743.0,28971.78,8771.22
O1228,2025-09-13,C086,Amit,Furniture,Cabinet,Storage Cabinet,East,Bhubaneswar,7,29434,0.15,175132.3,100095.69,75036.61
O1229,2025-10-10,C050,Arjun,Office Supplies,Notebook,Spiral Notebook,East,Kolkata,2,13157,0.2,21051.2,17348.7,3702.5
O1230,2025-07-10,C019,Neha,Office Supplies,Printer Paper,Premium Paper,South,Chennai,5,1824,0.0,9120.0,6870.5,2249.5
O1231,2025-12-28,C058,Ravi,Technology,Mobile,Apple iPhone,East,Patna,9,56547,0.2,407138.4,249994.64,157143.76
O1232,2025-12-28,C098,Anjali,Technology,Keyboard,Logitech Keyboard,West,Mumbai,4,48331,0.1,173991.6,123638.04,50353.56
O1233,2025-03-27,C090,Vikram,Furniture,Chair,Executive Chair,North,Lucknow,2,31756,0.2,50809.6,38893.64,11915.96
O1234,2025-03-16,C016,Arjun,Furniture,Cabinet,File Cabinet,North,Jaipur,9,19973,0.2,143805.6,100257.86,43547.74
O1235,2025-05-12,C020,Vikram,Office Supplies,File,Document File,East,Patna,5,17181,0.15,73019.25,51416.53,21602.72
O1236,2025-09-17,C060,Anjali,Furniture,Desk,Study Desk,South,Chennai,5,13209,0.2,52836.0,29674.21,23161.79
O1237,2025-12-02,C058,Neha,Technology,Keyboard,Logitech Keyboard,West,Ahmedabad,4,36160,0.1,130176.0,74973.75,55202.25
O1238,2025-07-30,C022,Ravi,Furniture,Cabinet,Storage Cabinet,North,Jaipur,3,28831,0.1,77843.7,58328.46,19515.24
O1239,2025-06-22,C100,Neha,Technology,Keyboard,HP Keyboard,North,Jaipur,5,44034,0.15,187144.5,141651.1,45493.4
O1240,2025-10-30,C075,Anjali,Technology,Monitor,Dell Monitor,North,Lucknow,4,50388,0.1,181396.8,157914.4,23482.4
O1241,2025-02-16,C078,Neha,Furniture,Chair,Office Chair,South,Chennai,4,49911,0.1,179679.6,148121.49,31558.11
O1242,2025-12-16,C070,Rahul,Technology,Mobile,Samsung Mobile,South,Hyderabad,2,46950,0.2,75120.0,62357.17,12762.83
O1243,2025-11-16,C037,Sneha,Office Supplies,Notebook,Classmate Notebook,South,Bangalore,3,5117,0.1,13815.9,9681.71,4134.19
O1244,2025-08-19,C039,Priya,Technology,Laptop,HP Laptop,East,Kolkata,4,48809,0.05,185474.2,107990.61,77483.59
O1245,2025-02-26,C031,Sneha,Office Supplies,Notebook,Spiral Notebook,South,Chennai,9,13593,0.15,103986.45,62655.97,41330.48
O1246,2025-09-27,C010,Amit,Technology,Keyboard,Logitech Keyboard,North,Jaipur,6,9535,0.1,51489.0,33995.35,17493.65
O1247,2025-03-25,C082,Vikram,Office Supplies,Pen,Parker Pen,South,Chennai,9,30608,0.15,234151.2,131931.43,102219.77
O1248,2025-07-22,C020,Ravi,Office Supplies,Notebook,Classmate Notebook,East,Bhubaneswar,1,30782,0.05,29242.9,24651.17,4591.73
O1249,2025-01-21,C082,Kiran,Office Supplies,Printer Paper,A4 Paper,South,Chennai,8,46051,0.0,368408.0,275492.72,92915.28
O1250,2025-06-10,C050,Kiran,Office Supplies,File,Document File,South,Hyderabad,3,57814,0.0,173442.0,161095.43,12346.57
O1251,2025-03-02,C098,Vikram,Office Supplies,Pen,Parker Pen,West,Pune,7,2436,0.0,17052.0,16066.51,985.49
O1252,2025-12-07,C005,Priya,Office Supplies,Notebook,Classmate Notebook,North,Delhi,1,1733,0.05,1646.35,1224.68,421.67
O1253,2025-03-27,C076,Ravi,Furniture,Cabinet,File Cabinet,North,Jaipur,2,11507,0.1,20712.6,16785.27,3927.33
O1254,2025-02-01,C007,Kiran,Office Supplies,Printer Paper,Premium Paper,East,Patna,3,1827,0.1,4932.9,4264.55,668.35
O1255,2025-04-26,C092,Anjali,Furniture,Desk,Study Desk,North,Jaipur,8,11083,0.2,70931.2,57727.48,13203.72
O1256,2025-04-07,C042,Sneha,Furniture,Cabinet,Storage Cabinet,South,Bangalore,2,16380,0.1,29484.0,26939.18,2544.82
O1257,2025-07-16,C051,Ravi,Office Supplies,Pen,Parker Pen,East,Patna,9,51678,0.05,441846.9,259524.6,182322.3
O1258,2025-02-16,C015,Ravi,Furniture,Cabinet,Storage Cabinet,East,Kolkata,4,57928,0.2,185369.6,125113.29,60256.31
O1259,2025-10-10,C040,Amit,Furniture,Table,Computer Table,East,Bhubaneswar,2,19306,0.1,34750.8,24160.16,10590.64
O1260,2025-01-12,C011,Neha,Technology,Keyboard,Logitech Keyboard,West,Mumbai,5,2407,0.1,10831.5,9780.48,1051.02
O1261,2025-04-12,C095,Neha,Technology,Monitor,Dell Monitor,West,Mumbai,5,49921,0.2,199684.0,135626.27,64057.73
O1262,2025-05-13,C099,Anjali,Office Supplies,Notebook,Classmate Notebook,West,Mumbai,4,36732,0.15,124888.8,113162.14,11726.66
O1263,2025-08-01,C088,Priya,Furniture,Table,Computer Table,West,Mumbai,2,52242,0.15,88811.4,65161.46,23649.94
O1264,2025-06-12,C052,Priya,Furniture,Desk,Study Desk,East,Bhubaneswar,5,55551,0.05,263867.25,155748.96,108118.29
O1265,2025-05-19,C094,Arjun,Technology,Monitor,Samsung Monitor,North,Jaipur,9,18810,0.0,169290.0,150088.96,19201.04
O1266,2025-07-20,C020,Rahul,Technology,Keyboard,Logitech Keyboard,East,Bhubaneswar,2,37446,0.15,63658.2,52369.55,11288.65
O1267,2025-05-23,C063,Kiran,Office Supplies,File,Document File,West,Ahmedabad,4,33309,0.0,133236.0,84766.34,48469.66
O1268,2025-02-08,C009,Arjun,Office Supplies,Notebook,Classmate Notebook,South,Chennai,4,48881,0.15,166195.4,149323.54,16871.86
O1269,2025-04-01,C098,Ravi,Technology,Monitor,LG Monitor,West,Mumbai,6,7518,0.1,40597.2,31429.39,9167.81
O1270,2025-11-30,C084,Rahul,Furniture,Table,Computer Table,East,Kolkata,8,15137,0.1,108986.4,77936.66,31049.74
O1271,2025-10-02,C073,Sneha,Technology,Keyboard,HP Keyboard,North,Jaipur,6,34618,0.0,207708.0,138517.83,69190.17
O1272,2025-04-30,C038,Kiran,Technology,Monitor,LG Monitor,West,Mumbai,7,29404,0.15,174953.8,140669.09,34284.71
O1273,2025-03-30,C014,Kiran,Technology,Keyboard,HP Keyboard,South,Chennai,9,59811,0.0,538299.0,396999.38,141299.62
O1274,2025-09-21,C002,Anjali,Office Supplies,Notebook,Classmate Notebook,North,Jaipur,9,5927,0.1,48008.7,43743.51,4265.19
O1275,2025-06-07,C012,Arjun,Technology,Mobile,OnePlus Mobile,South,Bangalore,7,23667,0.2,132535.2,117328.23,15206.97
O1276,2025-06-21,C033,Kiran,Office Supplies,Printer Paper,Premium Paper,North,Delhi,5,50600,0.15,215050.0,137221.28,77828.72
O1277,2025-12-09,C047,Ravi,Technology,Laptop,Dell Laptop,South,Bangalore,1,21061,0.0,21061.0,11795.36,9265.64
O1278,2025-08-20,C021,Arjun,Furniture,Cabinet,Storage Cabinet,West,Ahmedabad,9,45814,0.05,391709.7,241265.7,150444.0
O1279,2025-03-17,C045,Arjun,Furniture,Cabinet,File Cabinet,South,Bangalore,4,18330,0.15,62322.0,36875.3,25446.7
O1280,2025-03-02,C012,Amit,Furniture,Cabinet,Storage Cabinet,East,Bhubaneswar,7,42852,0.0,299964.0,165330.68,134633.32
O1281,2025-12-21,C040,Arjun,Furniture,Desk,Study Desk,West,Pune,1,45596,0.2,36476.8,26963.23,9513.57
O1282,2025-02-12,C020,Rahul,Technology,Keyboard,HP Keyboard,South,Hyderabad,6,43156,0.0,258936.0,165104.72,93831.28
O1283,2025-02-06,C049,Anjali,Furniture,Desk,Office Desk,South,Hyderabad,6,27105,0.0,162630.0,115273.12,47356.88
O1284,2025-07-11,C011,Arjun,Technology,Keyboard,Logitech Keyboard,West,Ahmedabad,7,49434,0.0,346038.0,194427.43,151610.57
O1285,2025-03-13,C072,Kiran,Office Supplies,Notebook,Classmate Notebook,North,Delhi,1,44299,0.15,37654.15,31702.69,5951.46
O1286,2025-06-02,C091,Neha,Technology,Keyboard,Logitech Keyboard,East,Kolkata,7,33855,0.05,225135.75,188789.24,36346.51
O1287,2025-06-10,C036,Priya,Furniture,Chair,Office Chair,West,Mumbai,4,23477,0.05,89212.6,53152.43,36060.17
O1288,2025-02-10,C039,Priya,Technology,Monitor,Samsung Monitor,East,Kolkata,1,16815,0.05,15974.25,10837.45,5136.8
O1289,2025-07-29,C051,Amit,Office Supplies,Notebook,Classmate Notebook,North,Jaipur,3,10158,0.2,24379.2,13507.36,10871.84
O1290,2025-04-03,C038,Arjun,Technology,Laptop,Lenovo Laptop,East,Patna,4,59945,0.1,215802.0,182653.19,33148.81
O1291,2025-12-23,C085,Rahul,Furniture,Cabinet,Storage Cabinet,South,Hyderabad,3,2382,0.0,7146.0,4171.53,2974.47
O1292,2025-05-26,C036,Arjun,Office Supplies,File,Office File,West,Mumbai,6,34687,0.2,166497.6,137693.04,28804.56
O1293,2025-06-21,C079,Anjali,Technology,Monitor,Dell Monitor,South,Chennai,2,34691,0.1,62443.8,45587.06,16856.74
O1294,2025-06-16,C034,Ravi,Office Supplies,File,Document File,West,Pune,9,1241,0.15,9493.65,6713.81,2779.84
O1295,2025-07-21,C060,Priya,Technology,Monitor,Dell Monitor,East,Kolkata,1,19090,0.15,16226.5,11129.88,5096.62
O1296,2025-06-25,C056,Amit,Office Supplies,File,Office File,West,Ahmedabad,1,11220,0.2,8976.0,6843.61,2132.39
O1297,2025-02-14,C004,Vikram,Technology,Monitor,Dell Monitor,South,Chennai,5,7169,0.1,32260.5,24607.18,7653.32
O1298,2025-09-02,C030,Vikram,Office Supplies,Pen,Cello Pen,West,Ahmedabad,3,26517,0.1,71595.9,43589.36,28006.54
O1299,2025-07-20,C029,Sneha,Technology,Mobile,Samsung Mobile,South,Chennai,5,31878,0.15,135481.5,128428.77,7052.73
O1300,2025-12-31,C086,Kiran,Technology,Laptop,HP Laptop,East,Kolkata,5,15948,0.0,79740.0,60833.89,18906.11
O1301,2025-12-07,C046,Kiran,Office Supplies,File,Office File,West,Pune,2,50691,0.2,81105.6,50922.11,30183.49
O1302,2025-12-20,C011,Sneha,Office Supplies,File,Document File,West,Mumbai,8,16096,0.1,115891.2,70717.81,45173.39
O1303,2025-10-02,C037,Neha,Office Supplies,Notebook,Classmate Notebook,West,Pune,8,9529,0.0,76232.0,66093.8,10138.2
O1304,2025-04-01,C098,Amit,Technology,Keyboard,HP Keyboard,South,Hyderabad,5,43271,0.1,194719.5,117405.92,77313.58
O1305,2025-01-20,C041,Vikram,Technology,Monitor,LG Monitor,South,Chennai,7,16959,0.2,94970.4,82404.32,12566.08
O1306,2025-03-16,C033,Ravi,Furniture,Chair,Office Chair,West,Pune,4,29635,0.05,112613.0,84073.18,28539.82
O1307,2025-08-07,C082,Arjun,Office Supplies,File,Office File,West,Mumbai,3,36693,0.0,110079.0,98656.2,11422.8
O1308,2025-12-03,C081,Rahul,Office Supplies,File,Office File,East,Patna,3,19603,0.0,58809.0,33743.94,25065.06
O1309,2025-07-08,C031,Neha,Technology,Keyboard,HP Keyboard,West,Ahmedabad,6,21926,0.1,118400.4,66578.44,51821.96
O1310,2025-05-06,C021,Priya,Furniture,Cabinet,Storage Cabinet,South,Chennai,3,52889,0.05,150733.65,91009.07,59724.58
O1311,2025-09-21,C026,Rahul,Technology,Keyboard,Logitech Keyboard,East,Bhubaneswar,9,57153,0.1,462939.3,439388.81,23550.49
O1312,2025-02-06,C013,Ravi,Office Supplies,Pen,Parker Pen,West,Mumbai,4,32892,0.2,105254.4,89065.27,16189.13
O1313,2025-04-14,C023,Anjali,Technology,Keyboard,HP Keyboard,South,Bangalore,1,20231,0.1,18207.9,14483.32,3724.58
O1314,2025-07-07,C077,Priya,Furniture,Table,Computer Table,East,Bhubaneswar,6,1198,0.1,6469.2,4979.03,1490.17
O1315,2025-08-22,C016,Amit,Technology,Laptop,Lenovo Laptop,West,Pune,2,15371,0.0,30742.0,23064.18,7677.82
O1316,2025-04-30,C055,Amit,Furniture,Table,Computer Table,South,Bangalore,2,59786,0.1,107614.8,93774.79,13840.01
O1317,2025-02-22,C019,Anjali,Technology,Monitor,Dell Monitor,West,Mumbai,1,15692,0.2,12553.6,7073.55,5480.05
O1318,2025-02-23,C052,Sneha,Technology,Mobile,Apple iPhone,South,Bangalore,7,23171,0.05,154087.15,120857.63,33229.52
O1319,2025-09-21,C082,Neha,Furniture,Table,Computer Table,East,Bhubaneswar,4,8344,0.15,28369.6,17224.61,11144.99
O1320,2025-08-29,C093,Vikram,Office Supplies,Pen,Cello Pen,North,Jaipur,9,14127,0.0,127143.0,86080.23,41062.77
O1321,2025-11-16,C029,Anjali,Furniture,Cabinet,Storage Cabinet,North,Delhi,7,58261,0.0,407827.0,279829.8,127997.2
O1322,2025-11-03,C013,Arjun,Technology,Monitor,Samsung Monitor,South,Bangalore,2,37391,0.15,63564.7,55019.89,8544.81
O1323,2025-08-05,C055,Vikram,Technology,Mobile,Apple iPhone,South,Hyderabad,7,39229,0.2,219682.4,154889.17,64793.23
O1324,2025-10-08,C094,Anjali,Office Supplies,File,Office File,South,Bangalore,5,58372,0.15,248081.0,149305.13,98775.87
O1325,2025-12-21,C047,Priya,Technology,Keyboard,Logitech Keyboard,West,Mumbai,1,17608,0.15,14966.8,13415.16,1551.64
O1326,2025-04-10,C031,Priya,Furniture,Desk,Study Desk,South,Bangalore,9,13424,0.05,114775.2,88471.91,26303.29
O1327,2025-12-09,C045,Priya,Technology,Laptop,HP Laptop,West,Pune,8,34873,0.0,278984.0,242296.55,36687.45
O1328,2025-01-28,C054,Amit,Technology,Keyboard,HP Keyboard,West,Pune,3,55721,0.15,142088.55,81115.43,60973.12
O1329,2025-02-23,C010,Kiran,Technology,Keyboard,Logitech Keyboard,East,Patna,3,50800,0.0,152400.0,134008.94,18391.06
O1330,2025-12-22,C014,Vikram,Office Supplies,Notebook,Spiral Notebook,North,Delhi,5,52425,0.05,249018.75,138885.49,110133.26
O1331,2025-06-20,C025,Sneha,Office Supplies,Notebook,Classmate Notebook,West,Pune,1,36121,0.15,30702.85,17008.44,13694.41
O1332,2025-04-14,C092,Vikram,Furniture,Cabinet,Storage Cabinet,North,Delhi,4,37082,0.15,126078.8,82821.3,43257.5
O1333,2025-08-12,C025,Rahul,Office Supplies,Pen,Parker Pen,North,Lucknow,9,59141,0.2,425815.2,279434.04,146381.16
O1334,2025-04-21,C051,Anjali,Office Supplies,Pen,Parker Pen,East,Kolkata,5,21063,0.2,84252.0,79169.73,5082.27
O1335,2025-05-12,C067,Anjali,Office Supplies,Printer Paper,A4 Paper,West,Mumbai,8,13867,0.2,88748.8,62940.84,25807.96
O1336,2025-04-14,C009,Neha,Technology,Mobile,OnePlus Mobile,East,Kolkata,7,49167,0.05,326960.55,255972.02,70988.53
O1337,2025-07-18,C057,Vikram,Technology,Keyboard,HP Keyboard,East,Bhubaneswar,6,16716,0.0,100296.0,64204.74,36091.26
O1338,2025-11-17,C049,Sneha,Technology,Mobile,Apple iPhone,South,Bangalore,5,55851,0.15,237366.75,167406.77,69959.98
O1339,2025-01-05,C084,Sneha,Furniture,Cabinet,Storage Cabinet,East,Kolkata,9,54033,0.05,461982.15,381615.1,80367.05
O1340,2025-03-02,C021,Kiran,Technology,Monitor,LG Monitor,South,Chennai,6,51198,0.05,291828.6,188742.28,103086.32
O1341,2025-01-03,C094,Amit,Furniture,Table,Computer Table,North,Jaipur,2,31533,0.2,50452.8,37004.06,13448.74
O1342,2025-01-11,C095,Amit,Technology,Keyboard,HP Keyboard,South,Bangalore,1,24372,0.1,21934.8,19023.11,2911.69
O1343,2025-10-01,C019,Neha,Technology,Keyboard,HP Keyboard,West,Ahmedabad,9,5551,0.1,44963.1,32984.27,11978.83
O1344,2025-02-28,C098,Rahul,Office Supplies,Pen,Cello Pen,North,Jaipur,6,58727,0.15,299507.7,259684.57,39823.13
O1345,2025-12-18,C100,Rahul,Office Supplies,File,Office File,East,Bhubaneswar,2,5466,0.2,8745.6,7798.35,947.25
O1346,2025-03-15,C036,Kiran,Office Supplies,File,Office File,West,Pune,6,55488,0.15,282988.8,157013.86,125974.94
O1347,2025-06-04,C093,Arjun,Furniture,Desk,Office Desk,South,Chennai,8,18853,0.1,135741.6,88439.51,47302.09
O1348,2025-05-09,C032,Anjali,Technology,Laptop,HP Laptop,East,Kolkata,6,40795,0.1,220293.0,205299.59,14993.41
O1349,2025-12-12,C078,Rahul,Technology,Monitor,Dell Monitor,West,Mumbai,3,40646,0.0,121938.0,88739.91,33198.09
O1350,2025-06-03,C020,Sneha,Furniture,Chair,Executive Chair,South,Hyderabad,2,52260,0.05,99294.0,90446.36,8847.64
O1351,2025-10-05,C098,Ravi,Office Supplies,Pen,Parker Pen,West,Mumbai,9,47080,0.05,402534.0,375374.24,27159.76
O1352,2025-10-09,C019,Neha,Technology,Laptop,Dell Laptop,East,Kolkata,8,46102,0.2,295052.8,223260.36,71792.44
O1353,2025-03-25,C015,Priya,Office Supplies,File,Office File,North,Delhi,5,4657,0.15,19792.25,17402.62,2389.63
O1354,2025-11-20,C015,Arjun,Technology,Laptop,Dell Laptop,East,Patna,7,13969,0.15,83115.55,66859.56,16255.99
O1355,2025-01-24,C024,Vikram,Technology,Laptop,Lenovo Laptop,West,Ahmedabad,8,14370,0.2,91968.0,77317.47,14650.53
O1356,2025-03-10,C095,Kiran,Office Supplies,Pen,Parker Pen,South,Bangalore,5,7515,0.15,31938.75,22998.82,8939.93
O1357,2025-06-17,C007,Neha,Furniture,Chair,Office Chair,South,Hyderabad,6,38313,0.2,183902.4,154340.33,29562.07
O1358,2025-02-07,C036,Anjali,Furniture,Chair,Office Chair,East,Patna,3,25017,0.15,63793.35,59757.67,4035.68
O1359,2025-07-04,C047,Amit,Technology,Laptop,Lenovo Laptop,North,Jaipur,5,23164,0.1,104238.0,68648.59,35589.41
O1360,2025-10-14,C042,Vikram,Office Supplies,Printer Paper,Premium Paper,North,Delhi,6,2808,0.0,16848.0,11831.94,5016.06
O1361,2025-09-30,C068,Sneha,Office Supplies,Pen,Parker Pen,North,Delhi,1,52974,0.05,50325.3,37378.97,12946.33
O1362,2025-02-20,C036,Rahul,Office Supplies,Notebook,Classmate Notebook,South,Hyderabad,6,2900,0.0,17400.0,14501.09,2898.91
O1363,2025-06-16,C057,Rahul,Technology,Monitor,LG Monitor,East,Patna,7,2014,0.0,14098.0,8442.05,5655.95
O1364,2025-01-03,C081,Rahul,Furniture,Desk,Office Desk,South,Hyderabad,6,37225,0.15,189847.5,178724.37,11123.13
O1365,2025-02-01,C096,Sneha,Office Supplies,Notebook,Classmate Notebook,East,Kolkata,1,39974,0.05,37975.3,23362.94,14612.36
O1366,2025-06-11,C061,Neha,Furniture,Chair,Office Chair,West,Ahmedabad,8,4273,0.05,32474.8,25861.79,6613.01
O1367,2025-10-10,C080,Amit,Office Supplies,Notebook,Classmate Notebook,North,Delhi,1,40980,0.1,36882.0,26622.84,10259.16
O1368,2025-03-30,C020,Sneha,Technology,Keyboard,HP Keyboard,North,Lucknow,3,35631,0.1,96203.7,86750.38,9453.32
O1369,2025-03-24,C051,Priya,Office Supplies,Pen,Cello Pen,North,Lucknow,9,20552,0.1,166471.2,148204.67,18266.53
O1370,2025-04-07,C005,Anjali,Technology,Laptop,HP Laptop,South,Bangalore,5,32126,0.15,136535.5,109025.92,27509.58
O1371,2025-01-19,C086,Kiran,Furniture,Chair,Executive Chair,East,Patna,1,30113,0.05,28607.35,20686.17,7921.18
O1372,2025-03-20,C087,Neha,Office Supplies,Pen,Cello Pen,West,Ahmedabad,4,39300,0.2,125760.0,108649.69,17110.31
O1373,2025-08-06,C062,Vikram,Office Supplies,Printer Paper,Premium Paper,South,Hyderabad,8,55733,0.05,423570.8,387945.3,35625.5
O1374,2025-08-07,C049,Neha,Technology,Mobile,OnePlus Mobile,North,Delhi,9,2088,0.05,17852.4,14850.01,3002.39
O1375,2025-03-15,C038,Amit,Office Supplies,File,Document File,North,Delhi,3,41267,0.05,117610.95,78209.48,39401.47
O1376,2025-05-28,C019,Sneha,Furniture,Desk,Office Desk,West,Ahmedabad,6,22647,0.1,122293.8,88314.46,33979.34
O1377,2025-10-10,C010,Anjali,Office Supplies,File,Document File,North,Delhi,2,48121,0.1,86617.8,60572.17,26045.63
O1378,2025-03-06,C083,Vikram,Technology,Keyboard,HP Keyboard,North,Delhi,4,54430,0.15,185062.0,101933.52,83128.48
O1379,2025-10-05,C100,Priya,Technology,Mobile,Samsung Mobile,West,Ahmedabad,6,3094,0.2,14851.2,9371.9,5479.3
O1380,2025-05-17,C036,Arjun,Furniture,Chair,Office Chair,East,Kolkata,1,37264,0.15,31674.4,29283.2,2391.2
O1381,2025-10-10,C054,Priya,Technology,Mobile,Samsung Mobile,South,Chennai,6,8467,0.0,50802.0,38061.68,12740.32
O1382,2025-03-14,C027,Vikram,Office Supplies,Printer Paper,A4 Paper,South,Bangalore,9,29138,0.15,222905.7,161330.53,61575.17
O1383,2025-06-17,C039,Rahul,Office Supplies,Printer Paper,Premium Paper,South,Bangalore,9,25740,0.05,220077.0,182740.29,37336.71
O1384,2025-10-17,C040,Priya,Technology,Monitor,Samsung Monitor,East,Patna,1,22620,0.2,18096.0,10511.21,7584.79
O1385,2025-05-07,C019,Sneha,Office Supplies,Pen,Cello Pen,South,Bangalore,2,34497,0.05,65544.3,59251.11,6293.19
O1386,2025-04-01,C008,Arjun,Office Supplies,File,Office File,East,Bhubaneswar,3,34861,0.0,104583.0,68119.39,36463.61
O1387,2025-10-11,C097,Amit,Furniture,Table,Office Table,South,Hyderabad,6,24270,0.0,145620.0,99522.93,46097.07
O1388,2025-05-03,C060,Amit,Technology,Laptop,HP Laptop,East,Patna,5,35685,0.2,142740.0,128393.08,14346.92
O1389,2025-03-04,C022,Vikram,Furniture,Cabinet,Storage Cabinet,North,Lucknow,5,26034,0.15,110644.5,79415.74,31228.76
O1390,2025-05-09,C055,Arjun,Technology,Laptop,HP Laptop,East,Patna,6,26811,0.15,136736.1,86692.29,50043.81
O1391,2025-05-13,C074,Kiran,Furniture,Table,Computer Table,South,Hyderabad,6,31881,0.2,153028.8,93988.0,59040.8
O1392,2025-05-09,C068,Ravi,Furniture,Desk,Office Desk,South,Bangalore,4,16054,0.1,57794.4,50416.24,7378.16
O1393,2025-10-29,C032,Neha,Furniture,Desk,Office Desk,South,Hyderabad,4,4027,0.0,16108.0,14195.12,1912.88
O1394,2025-11-13,C009,Amit,Technology,Keyboard,HP Keyboard,North,Delhi,7,11187,0.0,78309.0,53049.93,25259.07
O1395,2025-03-17,C087,Arjun,Office Supplies,Notebook,Classmate Notebook,West,Pune,9,27353,0.2,196941.6,161645.0,35296.6
O1396,2025-04-22,C023,Rahul,Furniture,Chair,Office Chair,North,Delhi,5,28346,0.2,113384.0,95103.29,18280.71
O1397,2025-09-03,C033,Rahul,Office Supplies,Printer Paper,A4 Paper,North,Delhi,6,15055,0.05,85813.5,57384.75,28428.75
O1398,2025-01-28,C011,Neha,Furniture,Desk,Study Desk,North,Lucknow,3,44039,0.05,125511.15,95098.52,30412.63
O1399,2025-12-29,C009,Rahul,Office Supplies,File,Document File,West,Ahmedabad,6,45042,0.15,229714.2,178893.35,50820.85
O1400,2025-12-20,C013,Amit,Furniture,Chair,Office Chair,West,Pune,8,55570,0.05,422332.0,261287.33,161044.67
O1401,2025-05-08,C088,Vikram,Technology,Mobile,Samsung Mobile,East,Patna,1,29016,0.2,23212.8,15898.04,7314.76
O1402,2025-11-05,C065,Rahul,Technology,Monitor,Dell Monitor,South,Chennai,1,15910,0.05,15114.5,11383.06,3731.44
O1403,2025-10-09,C016,Anjali,Furniture,Chair,Office Chair,South,Bangalore,3,40242,0.2,96580.8,77397.01,19183.79
O1404,2025-04-28,C071,Arjun,Furniture,Cabinet,File Cabinet,East,Kolkata,9,42681,0.0,384129.0,285806.52,98322.48
O1405,2025-02-26,C018,Arjun,Office Supplies,Pen,Parker Pen,South,Bangalore,3,4334,0.2,10401.6,7425.66,2975.94
O1406,2025-04-26,C057,Rahul,Furniture,Cabinet,Storage Cabinet,North,Jaipur,9,38859,0.15,297271.35,264325.11,32946.24
O1407,2025-05-03,C093,Arjun,Technology,Mobile,OnePlus Mobile,South,Hyderabad,6,2482,0.15,12658.2,12011.02,647.18
O1408,2025-11-27,C095,Priya,Office Supplies,File,Document File,North,Lucknow,7,27297,0.15,162417.15,119489.55,42927.6
