Order_ID,Order_Date,Customer_ID,Customer_Name,Category,Sub_Category,Product,Region,City,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Revenue_Before_Discount,Profit_Margin,Month,Year
O1159,2025-11-13,C067,Amit,Office Supplies,Pen,Cello Pen,North,Jaipur,2,205,0.15,348.5,206.25,142.25,410,40.81779053084649,2025-11,2025
O1160,2025-03-25,C062,Neha,Technology,Mobile,Samsung Mobile,West,Ahmedabad,9,25391,0.05,217093.05,173700.9,43392.15,228519,19.987811677987853,2025-03,2025
O1161,2025-07-07,C014,Priya,Office Supplies,Printer Paper,Premium Paper,East,Bhubaneswar,6,8701,0.1,46985.4,26607.91,20377.49,52206,43.36983403355085,2025-07,2025
O1162,2025-02-24,C100,Ravi,Furniture,Cabinet,File Cabinet,East,Kolkata,9,13712,0.1,111067.2,70825.95,40241.25,123408,36.23144366653702,2025-02,2025
O1163,2025-02-06,C096,Ravi,Technology,Monitor,Dell Monitor,West,Ahmedabad,2,10281,0.05,19533.9,15847.95,3685.95,20562,18.869503785726348,2025-02,2025
O1164,2025-07-26,C097,Neha,Technology,Monitor,Samsung Monitor,East,Bhubaneswar,3,28806,0.2,69134.4,40020.48,29113.92,86418,42.112059987502604,2025-07,2025
O1165,2025-12-30,C020,Ravi,Technology,Mobile,Samsung Mobile,West,Pune,8,8695,0.2,55648.0,38306.64,17341.36,69560,31.162593444508342,2025-12,2025
O1166,2025-08-16,C066,Priya,Furniture,Chair,Office Chair,East,Kolkata,4,25949,0.2,83036.8,58807.17,24229.63,103796,29.17938793402443,2025-08,2025
O1167,2025-01-18,C040,Kiran,Furniture,Desk,Study Desk,West,Ahmedabad,6,21216,0.15,108201.6,76124.03,32077.57,127296,29.64611429036169,2025-01,2025
O1168,2025-01-02,C037,Kiran,Office Supplies,Notebook,Classmate Notebook,North,Jaipur,7,11661,0.15,69382.95,48508.36,20874.59,81627,30.086051400235934,2025-01,2025
O1169,2025-08-19,C070,Rahul,Furniture,Chair,Office Chair,North,Jaipur,8,35146,0.0,281168.0,229165.56,52002.44,281168,18.495148807830194,2025-08,2025
O1170,2025-06-13,C045,Neha,Office Supplies,Notebook,Classmate Notebook,East,Bhubaneswar,3,58696,0.2,140870.4,95802.58,45067.82,176088,31.992398687020128,2025-06,2025
O1171,2025-11-28,C094,Anjali,Office Supplies,File,Office File,North,Lucknow,6,16753,0.05,95492.1,69662.54,25829.56,100518,27.04889723861974,2025-11,2025
O1172,2025-04-17,C037,Kiran,Technology,Laptop,Lenovo Laptop,East,Kolkata,9,17059,0.15,130501.35,91578.47,38922.88,153531,29.825653144584326,2025-04,2025
O1173,2025-11-30,C002,Anjali,Technology,Laptop,Dell Laptop,East,Patna,6,719,0.1,3882.6,2309.25,1573.35,4314,40.523103075258845,2025-11,2025
O1174,2025-09-02,C059,Kiran,Office Supplies,Notebook,Spiral Notebook,North,Delhi,1,39130,0.1,35217.0,25739.39,9477.61,39130,26.912031121333445,2025-09,2025
O1175,2025-10-26,C098,Anjali,Technology,Laptop,Lenovo Laptop,North,Jaipur,4,51992,0.05,197569.6,184934.53,12635.07,207968,6.395250078959516,2025-10,2025
O1176,2025-10-21,C084,Neha,Furniture,Chair,Office Chair,West,Ahmedabad,8,6738,0.1,48513.6,36168.76,12344.84,53904,25.44614293723822,2025-10,2025
O1177,2025-09-21,C029,Amit,Furniture,Chair,Executive Chair,East,Bhubaneswar,7,56427,0.05,375239.55,234652.16,140587.39,394989,37.466037361999824,2025-09,2025
O1178,2025-04-24,C082,Rahul,Technology,Monitor,LG Monitor,West,Pune,1,47514,0.05,45138.3,31584.11,13554.19,47514,30.028135751678732,2025-04,2025
O1179,2025-05-27,C031,Kiran,Furniture,Cabinet,File Cabinet,East,Kolkata,8,37308,0.15,253694.4,208182.98,45511.42,298464,17.939465750919215,2025-05,2025
O1180,2025-03-30,C048,Anjali,Technology,Laptop,HP Laptop,North,Jaipur,2,17187,0.0,34374.0,30818.89,3555.11,34374,10.342439052772445,2025-03,2025
O1181,2025-03-23,C013,Anjali,Technology,Laptop,Lenovo Laptop,South,Bangalore,4,48608,0.15,165267.2,135029.48,30237.72,194432,18.29626205320838,2025-03,2025
O1182,2025-03-06,C076,Vikram,Office Supplies,File,Office File,West,Mumbai,8,41057,0.0,328456.0,223794.31,104661.69,328456,31.864752052025235,2025-03,2025
O1183,2025-10-18,C044,Amit,Office Supplies,File,Office File,West,Mumbai,9,17924,0.0,161316.0,123935.01,37380.99,161316,23.172524734062335,2025-10,2025
O1184,2025-10-09,C072,Priya,Furniture,Desk,Office Desk,East,Bhubaneswar,2,35857,0.0,71714.0,50337.08,21376.92,71714,29.808572942521682,2025-10,2025
O1185,2025-10-20,C079,Sneha,Furniture,Cabinet,File Cabinet,South,Chennai,9,32879,0.2,236728.8,167965.98,68762.82,295911,29.047086792988434,2025-10,2025
O1186,2025-01-21,C023,Neha,Office Supplies,File,Document File,West,Pune,2,27087,0.1,48756.6,36981.57,11775.03,54174,24.15063806746164,2025-01,2025
O1187,2025-10-04,C013,Amit,Office Supplies,Notebook,Spiral Notebook,West,Mumbai,4,9006,0.1,32421.6,18613.47,13808.13,36024,42.589292323636094,2025-10,2025
O1188,2025-06-05,C035,Ravi,Office Supplies,Pen,Cello Pen,South,Hyderabad,4,27217,0.1,97981.2,90323.22,7657.98,108868,7.815764656893363,2025-06,2025
O1189,2025-12-16,C075,Neha,Furniture,Cabinet,Storage Cabinet,North,Jaipur,1,43696,0.15,37141.6,32657.48,4484.12,43696,12.073039395179528,2025-12,2025
O1190,2025-10-25,C056,Sneha,Office Supplies,Printer Paper,Premium Paper,West,Mumbai,7,23586,0.0,165102.0,128271.85,36830.15,165102,22.307512931399984,2025-10,2025
O1191,2025-01-26,C009,Vikram,Furniture,Desk,Study Desk,South,Hyderabad,7,23769,0.2,133106.4,120285.94,12820.46,166383,9.631738218447799,2025-01,2025
O1192,2025-04-10,C060,Neha,Furniture,Chair,Office Chair,North,Delhi,5,54951,0.05,261017.25,219980.96,41036.29,274755,15.721677398715986,2025-04,2025
O1193,2025-02-18,C099,Priya,Furniture,Chair,Executive Chair,West,Pune,1,42522,0.05,40395.9,24689.71,15706.19,42522,38.88065372971019,2025-02,2025
O1194,2025-06-09,C011,Vikram,Technology,Monitor,Dell Monitor,South,Chennai,5,16114,0.1,72513.0,57491.03,15021.97,80570,20.71624398383738,2025-06,2025
O1195,2025-05-26,C067,Vikram,Technology,Mobile,Samsung Mobile,South,Hyderabad,9,33637,0.1,272459.7,214921.32,57538.38,302733,21.118124992430072,2025-05,2025
O1196,2025-03-09,C090,Amit,Furniture,Chair,Office Chair,South,Hyderabad,7,44411,0.15,264245.45,231870.84,32374.61,310877,12.251718998378212,2025-03,2025
O1197,2025-03-14,C008,Rahul,Furniture,Cabinet,File Cabinet,South,Chennai,4,45899,0.2,146876.8,133316.6,13560.2,183596,9.232363450184101,2025-03,2025
O1198,2025-01-27,C032,Kiran,Office Supplies,Pen,Parker Pen,West,Mumbai,1,3813,0.15,3241.05,2820.18,420.87,3813,12.985606516406719,2025-01,2025
O1199,2025-09-15,C081,Arjun,Furniture,Cabinet,Storage Cabinet,West,Pune,3,8633,0.05,24604.05,23316.17,1287.88,25899,5.234422788118217,2025-09,2025
O1200,2025-10-30,C055,Vikram,Furniture,Desk,Study Desk,East,Bhubaneswar,4,47656,0.2,152499.2,122606.92,29892.28,190624,19.60159791002182,2025-10,2025
O1201,2025-08-25,C023,Arjun,Furniture,Table,Office Table,West,Mumbai,8,39991,0.1,287935.2,265151.21,22783.99,319928,7.912888038697597,2025-08,2025
O1202,2025-08-19,C032,Rahul,Furniture,Chair,Executive Chair,East,Kolkata,9,16769,0.2,120736.8,70893.23,49843.57,150921,41.28283174641037,2025-08,2025
O1203,2025-12-27,C085,Priya,Technology,Keyboard,HP Keyboard,North,Jaipur,4,53828,0.05,204546.4,140455.84,64090.56,215312,31.333017838495326,2025-12,2025
O1204,2025-11-07,C006,Arjun,Office Supplies,Notebook,Classmate Notebook,South,Bangalore,3,38167,0.05,108775.95,85958.86,22817.09,114501,20.976226822197372,2025-11,2025
O1205,2025-03-23,C045,Arjun,Furniture,Desk,Office Desk,North,Delhi,4,36975,0.0,147900.0,88229.24,59670.76,147900,40.3453414469236,2025-03,2025
O1206,2025-06-12,C066,Priya,Furniture,Cabinet,Storage Cabinet,North,Jaipur,6,52390,0.15,267189.0,234456.74,32732.26,314340,12.250601634049305,2025-06,2025
O1207,2025-10-16,C036,Rahul,Office Supplies,Pen,Cello Pen,East,Bhubaneswar,9,59429,0.0,534861.0,396728.75,138132.25,534861,25.82582203600562,2025-10,2025
O1208,2025-01-25,C013,Kiran,Furniture,Cabinet,Storage Cabinet,North,Delhi,4,11238,0.1,40456.8,28702.69,11754.11,44952,29.053484210318164,2025-01,2025
O1209,2025-05-08,C096,Sneha,Furniture,Cabinet,File Cabinet,North,Delhi,4,40208,0.15,136707.2,117662.45,19044.75,160832,13.93105118091805,2025-05,2025
O1210,2025-01-05,C083,Priya,Furniture,Chair,Executive Chair,West,Pune,2,38047,0.1,68484.6,48253.18,20231.42,76094,29.541561168496273,2025-01,2025
O1211,2025-04-09,C021,Anjali,Furniture,Chair,Executive Chair,North,Lucknow,2,46432,0.0,92864.0,67060.33,25803.67,92864,27.786515764989662,2025-04,2025
O1212,2025-11-04,C093,Sneha,Furniture,Table,Office Table,West,Mumbai,4,46951,0.0,187804.0,120768.91,67035.09,187804,35.694175842900044,2025-11,2025
O1213,2025-06-04,C092,Amit,Furniture,Desk,Study Desk,West,Mumbai,4,57122,0.2,182790.4,126435.11,56355.29,228488,30.830552370365183,2025-06,2025
O1214,2025-08-18,C079,Kiran,Furniture,Desk,Office Desk,South,Chennai,5,4581,0.1,20614.5,14789.51,5824.99,22905,28.256761017730238,2025-08,2025
O1215,2025-08-30,C085,Kiran,Furniture,Desk,Study Desk,East,Patna,5,30884,0.2,123536.0,68543.74,54992.26,154420,44.51516966714156,2025-08,2025
O1216,2025-11-04,C055,Kiran,Furniture,Chair,Office Chair,East,Kolkata,3,53844,0.15,137302.2,111000.05,26302.15,161532,19.15639370672866,2025-11,2025
O1217,2025-02-11,C021,Vikram,Furniture,Table,Computer Table,North,Jaipur,8,7494,0.0,59952.0,47699.76,12252.24,59952,20.436749399519616,2025-02,2025
O1218,2025-03-01,C048,Rahul,Technology,Laptop,Dell Laptop,East,Kolkata,8,33260,0.0,266080.0,219583.55,46496.45,266080,17.474612898376428,2025-03,2025
O1219,2025-03-20,C017,Neha,Furniture,Table,Computer Table,East,Kolkata,7,27525,0.1,173407.5,126596.11,46811.39,192675,26.99502039992503,2025-03,2025
O1220,2025-03-28,C043,Rahul,Technology,Monitor,Dell Monitor,East,Kolkata,7,26824,0.2,150214.4,84902.49,65311.91,187768,43.47912716756849,2025-03,2025
O1221,2025-08-16,C011,Sneha,Technology,Monitor,Samsung Monitor,East,Kolkata,5,16631,0.2,66524.0,46901.95,19622.05,83155,29.496196861283146,2025-08,2025
O1222,2025-08-08,C081,Ravi,Office Supplies,File,Office File,West,Ahmedabad,5,41832,0.05,198702.0,110950.82,87751.18,209160,44.162202695493754,2025-08,2025
O1223,2025-03-19,C041,Anjali,Technology,Laptop,HP Laptop,West,Pune,3,11924,0.15,30406.2,24203.49,6202.71,35772,20.399490893304655,2025-03,2025
O1224,2025-09-15,C013,Kiran,Furniture,Desk,Study Desk,West,Pune,5,20231,0.15,85981.75,63603.66,22378.09,101155,26.02655796142786,2025-09,2025
O1225,2025-06-02,C059,Vikram,Office Supplies,Printer Paper,Premium Paper,East,Bhubaneswar,1,58379,0.05,55460.05,35485.9,19974.15,58379,36.01538404671471,2025-06,2025
O1226,2025-06-23,C021,Arjun,Technology,Mobile,OnePlus Mobile,East,Bhubaneswar,4,46904,0.15,159473.6,100307.01,59166.59,187616,37.10118163758766,2025-06,2025
O1227,2025-05-29,C013,Kiran,Furniture,Cabinet,Storage Cabinet,West,Ahmedabad,1,37743,0.0,37743.0,28971.78,8771.22,37743,23.239329147126618,2025-05,2025
O1228,2025-09-13,C086,Amit,Furniture,Cabinet,Storage Cabinet,East,Bhubaneswar,7,29434,0.15,175132.3,100095.69,75036.61,206038,42.845671529466586,2025-09,2025
O1229,2025-10-10,C050,Arjun,Office Supplies,Notebook,Spiral Notebook,East,Kolkata,2,13157,0.2,21051.2,17348.7,3702.5,26314,17.58807098882724,2025-10,2025
O1230,2025-07-10,C019,Neha,Office Supplies,Printer Paper,Premium Paper,South,Chennai,5,1824,0.0,9120.0,6870.5,2249.5,9120,24.665570175438596,2025-07,2025
O1231,2025-12-28,C058,Ravi,Technology,Mobile,Apple iPhone,East,Patna,9,56547,0.2,407138.4,249994.64,157143.76,508923,38.59713551951867,2025-12,2025
O1232,2025-12-28,C098,Anjali,Technology,Keyboard,Logitech Keyboard,West,Mumbai,4,48331,0.1,173991.6,123638.04,50353.56,193324,28.94022470050278,2025-12,2025
O1233,2025-03-27,C090,Vikram,Furniture,Chair,Executive Chair,North,Lucknow,2,31756,0.2,50809.6,38893.64,11915.96,63512,23.45218226476886,2025-03,2025
O1234,2025-03-16,C016,Arjun,Furniture,Cabinet,File Cabinet,North,Jaipur,9,19973,0.2,143805.6,100257.86,43547.74,179757,30.282367306975527,2025-03,2025
O1235,2025-05-12,C020,Vikram,Office Supplies,File,Document File,East,Patna,5,17181,0.15,73019.25,51416.53,21602.72,85905,29.58496560838409,2025-05,2025
O1236,2025-09-17,C060,Anjali,Furniture,Desk,Study Desk,South,Chennai,5,13209,0.2,52836.0,29674.21,23161.79,66045,43.8371375577258,2025-09,2025
O1237,2025-12-02,C058,Neha,Technology,Keyboard,Logitech Keyboard,West,Ahmedabad,4,36160,0.1,130176.0,74973.75,55202.25,144640,42.40585822271387,2025-12,2025
O1238,2025-07-30,C022,Ravi,Furniture,Cabinet,Storage Cabinet,North,Jaipur,3,28831,0.1,77843.7,58328.46,19515.24,86493,25.069774432613045,2025-07,2025
O1239,2025-06-22,C100,Neha,Technology,Keyboard,HP Keyboard,North,Jaipur,5,44034,0.15,187144.5,141651.1,45493.4,220170,24.30923697998071,2025-06,2025
O1240,2025-10-30,C075,Anjali,Technology,Monitor,Dell Monitor,North,Lucknow,4,50388,0.1,181396.8,157914.4,23482.4,201552,12.945322078449015,2025-10,2025
O1241,2025-02-16,C078,Neha,Furniture,Chair,Office Chair,South,Chennai,4,49911,0.1,179679.6,148121.49,31558.11,199644,17.563546446007226,2025-02,2025
O1242,2025-12-16,C070,Rahul,Technology,Mobile,Samsung Mobile,South,Hyderabad,2,46950,0.2,75120.0,62357.17,12762.83,93900,16.989922790202343,2025-12,2025
O1243,2025-11-16,C037,Sneha,Office Supplies,Notebook,Classmate Notebook,South,Bangalore,3,5117,0.1,13815.9,9681.71,4134.19,15351,29.92342156500843,2025-11,2025
O1244,2025-08-19,C039,Priya,Technology,Laptop,HP Laptop,East,Kolkata,4,48809,0.05,185474.2,107990.61,77483.59,195236,41.77593972638782,2025-08,2025
O1245,2025-02-26,C031,Sneha,Office Supplies,Notebook,Spiral Notebook,South,Chennai,9,13593,0.15,103986.45,62655.97,41330.48,122337,39.74602460224386,2025-02,2025
O1246,2025-09-27,C010,Amit,Technology,Keyboard,Logitech Keyboard,North,Jaipur,6,9535,0.1,51489.0,33995.35,17493.65,57210,33.975509332090354,2025-09,2025
O1247,2025-03-25,C082,Vikram,Office Supplies,Pen,Parker Pen,South,Chennai,9,30608,0.15,234151.2,131931.43,102219.77,275472,43.6554542534909,2025-03,2025
O1248,2025-07-22,C020,Ravi,Office Supplies,Notebook,Classmate Notebook,East,Bhubaneswar,1,30782,0.05,29242.9,24651.17,4591.73,30782,15.702033656032743,2025-07,2025
O1249,2025-01-21,C082,Kiran,Office Supplies,Printer Paper,A4 Paper,South,Chennai,8,46051,0.0,368408.0,275492.72,92915.28,368408,25.220755249614555,2025-01,2025
O1250,2025-06-10,C050,Kiran,Office Supplies,File,Document File,South,Hyderabad,3,57814,0.0,173442.0,161095.43,12346.57,173442,7.118558365332503,2025-06,2025
O1251,2025-03-02,C098,Vikram,Office Supplies,Pen,Parker Pen,West,Pune,7,2436,0.0,17052.0,16066.51,985.49,17052,5.779322073657049,2025-03,2025
O1252,2025-12-07,C005,Priya,Office Supplies,Notebook,Classmate Notebook,North,Delhi,1,1733,0.05,1646.35,1224.68,421.67,1733,25.612415343031557,2025-12,2025
O1253,2025-03-27,C076,Ravi,Furniture,Cabinet,File Cabinet,North,Jaipur,2,11507,0.1,20712.6,16785.27,3927.33,23014,18.961067176501263,2025-03,2025
O1254,2025-02-01,C007,Kiran,Office Supplies,Printer Paper,Premium Paper,East,Patna,3,1827,0.1,4932.9,4264.55,668.35,5481,13.548825234648989,2025-02,2025
O1255,2025-04-26,C092,Anjali,Furniture,Desk,Study Desk,North,Jaipur,8,11083,0.2,70931.2,57727.48,13203.72,88664,18.614826761707118,2025-04,2025
O1256,2025-04-07,C042,Sneha,Furniture,Cabinet,Storage Cabinet,South,Bangalore,2,16380,0.1,29484.0,26939.18,2544.82,32760,8.631189797856464,2025-04,2025
O1257,2025-07-16,C051,Ravi,Office Supplies,Pen,Parker Pen,East,Patna,9,51678,0.05,441846.9,259524.6,182322.3,465102,41.26368205819708,2025-07,2025
O1258,2025-02-16,C015,Ravi,Furniture,Cabinet,Storage Cabinet,East,Kolkata,4,57928,0.2,185369.6,125113.29,60256.31,231712,32.506036588523685,2025-02,2025
O1259,2025-10-10,C040,Amit,Furniture,Table,Computer Table,East,Bhubaneswar,2,19306,0.1,34750.8,24160.16,10590.64,38612,30.475960265662945,2025-10,2025
O1260,2025-01-12,C011,Neha,Technology,Keyboard,Logitech Keyboard,West,Mumbai,5,2407,0.1,10831.5,9780.48,1051.02,12035,9.703365184877441,2025-01,2025
O1261,2025-04-12,C095,Neha,Technology,Monitor,Dell Monitor,West,Mumbai,5,49921,0.2,199684.0,135626.27,64057.73,249605,32.07955069009035,2025-04,2025
O1262,2025-05-13,C099,Anjali,Office Supplies,Notebook,Classmate Notebook,West,Mumbai,4,36732,0.15,124888.8,113162.14,11726.66,146928,9.389681060271217,2025-05,2025
O1263,2025-08-01,C088,Priya,Furniture,Table,Computer Table,West,Mumbai,2,52242,0.15,88811.4,65161.46,23649.94,104484,26.629396676552787,2025-08,2025
O1264,2025-06-12,C052,Priya,Furniture,Desk,Study Desk,East,Bhubaneswar,5,55551,0.05,263867.25,155748.96,108118.29,277755,40.9745013827976,2025-06,2025
O1265,2025-05-19,C094,Arjun,Technology,Monitor,Samsung Monitor,North,Jaipur,9,18810,0.0,169290.0,150088.96,19201.04,169290,11.342099356134444,2025-05,2025
O1266,2025-07-20,C020,Rahul,Technology,Keyboard,Logitech Keyboard,East,Bhubaneswar,2,37446,0.15,63658.2,52369.55,11288.65,74892,17.733222114354476,2025-07,2025
O1267,2025-05-23,C063,Kiran,Office Supplies,File,Document File,West,Ahmedabad,4,33309,0.0,133236.0,84766.34,48469.66,133236,36.37880152511334,2025-05,2025
O1268,2025-02-08,C009,Arjun,Office Supplies,Notebook,Classmate Notebook,South,Chennai,4,48881,0.15,166195.4,149323.54,16871.86,195524,10.151821289879264,2025-02,2025
O1269,2025-04-01,C098,Ravi,Technology,Monitor,LG Monitor,West,Mumbai,6,7518,0.1,40597.2,31429.39,9167.81,45108,22.582370212724033,2025-04,2025
O1270,2025-11-30,C084,Rahul,Furniture,Table,Computer Table,East,Kolkata,8,15137,0.1,108986.4,77936.66,31049.74,121096,28.48955466003098,2025-11,2025
O1271,2025-10-02,C073,Sneha,Technology,Keyboard,HP Keyboard,North,Jaipur,6,34618,0.0,207708.0,138517.83,69190.17,207708,33.31126870414236,2025-10,2025
O1272,2025-04-30,C038,Kiran,Technology,Monitor,LG Monitor,West,Mumbai,7,29404,0.15,174953.8,140669.09,34284.71,205828,19.59643631633037,2025-04,2025
O1273,2025-03-30,C014,Kiran,Technology,Keyboard,HP Keyboard,South,Chennai,9,59811,0.0,538299.0,396999.38,141299.62,538299,26.24928153312564,2025-03,2025
O1274,2025-09-21,C002,Anjali,Office Supplies,Notebook,Classmate Notebook,North,Jaipur,9,5927,0.1,48008.7,43743.51,4265.19,53343,8.8842022383443,2025-09,2025
O1275,2025-06-07,C012,Arjun,Technology,Mobile,OnePlus Mobile,South,Bangalore,7,23667,0.2,132535.2,117328.23,15206.97,165669,11.47391032721873,2025-06,2025
O1276,2025-06-21,C033,Kiran,Office Supplies,Printer Paper,Premium Paper,North,Delhi,5,50600,0.15,215050.0,137221.28,77828.72,253000,36.19098814229249,2025-06,2025
O1277,2025-12-09,C047,Ravi,Technology,Laptop,Dell Laptop,South,Bangalore,1,21061,0.0,21061.0,11795.36,9265.64,21061,43.99430226484972,2025-12,2025
O1278,2025-08-20,C021,Arjun,Furniture,Cabinet,Storage Cabinet,West,Ahmedabad,9,45814,0.05,391709.7,241265.7,150444.0,412326,38.407014174017135,2025-08,2025
O1279,2025-03-17,C045,Arjun,Furniture,Cabinet,File Cabinet,South,Bangalore,4,18330,0.15,62322.0,36875.3,25446.7,73320,40.83100670710182,2025-03,2025
O1280,2025-03-02,C012,Amit,Furniture,Cabinet,Storage Cabinet,East,Bhubaneswar,7,42852,0.0,299964.0,165330.68,134633.32,299964,44.88315931245083,2025-03,2025
O1281,2025-12-21,C040,Arjun,Furniture,Desk,Study Desk,West,Pune,1,45596,0.2,36476.8,26963.23,9513.57,45596,26.08115295201333,2025-12,2025
O1282,2025-02-12,C020,Rahul,Technology,Keyboard,HP Keyboard,South,Hyderabad,6,43156,0.0,258936.0,165104.72,93831.28,258936,36.23724781413168,2025-02,2025
O1283,2025-02-06,C049,Anjali,Furniture,Desk,Office Desk,South,Hyderabad,6,27105,0.0,162630.0,115273.12,47356.88,162630,29.119399864723604,2025-02,2025
O1284,2025-07-11,C011,Arjun,Technology,Keyboard,Logitech Keyboard,West,Ahmedabad,7,49434,0.0,346038.0,194427.43,151610.57,346038,43.81327195279132,2025-07,2025
O1285,2025-03-13,C072,Kiran,Office Supplies,Notebook,Classmate Notebook,North,Delhi,1,44299,0.15,37654.15,31702.69,5951.46,44299,15.805588494229719,2025-03,2025
O1286,2025-06-02,C091,Neha,Technology,Keyboard,Logitech Keyboard,East,Kolkata,7,33855,0.05,225135.75,188789.24,36346.51,236985,16.144264071787802,2025-06,2025
O1287,2025-06-10,C036,Priya,Furniture,Chair,Office Chair,West,Mumbai,4,23477,0.05,89212.6,53152.43,36060.17,93908,40.420489930794524,2025-06,2025
O1288,2025-02-10,C039,Priya,Technology,Monitor,Samsung Monitor,East,Kolkata,1,16815,0.05,15974.25,10837.45,5136.8,16815,32.15675227318967,2025-02,2025
O1289,2025-07-29,C051,Amit,Office Supplies,Notebook,Classmate Notebook,North,Jaipur,3,10158,0.2,24379.2,13507.36,10871.84,30474,44.5947364966857,2025-07,2025
O1290,2025-04-03,C038,Arjun,Technology,Laptop,Lenovo Laptop,East,Patna,4,59945,0.1,215802.0,182653.19,33148.81,239780,15.360751985616444,2025-04,2025
O1291,2025-12-23,C085,Rahul,Furniture,Cabinet,Storage Cabinet,South,Hyderabad,3,2382,0.0,7146.0,4171.53,2974.47,7146,41.62426532325777,2025-12,2025
O1292,2025-05-26,C036,Arjun,Office Supplies,File,Office File,West,Mumbai,6,34687,0.2,166497.6,137693.04,28804.56,208122,17.300285409519418,2025-05,2025
O1293,2025-06-21,C079,Anjali,Technology,Monitor,Dell Monitor,South,Chennai,2,34691,0.1,62443.8,45587.06,16856.74,69382,26.995057956114138,2025-06,2025
O1294,2025-06-16,C034,Ravi,Office Supplies,File,Document File,West,Pune,9,1241,0.15,9493.65,6713.81,2779.84,11169,29.28104575163399,2025-06,2025
O1295,2025-07-21,C060,Priya,Technology,Monitor,Dell Monitor,East,Kolkata,1,19090,0.15,16226.5,11129.88,5096.62,19090,31.40923797491757,2025-07,2025
O1296,2025-06-25,C056,Amit,Office Supplies,File,Office File,West,Ahmedabad,1,11220,0.2,8976.0,6843.61,2132.39,11220,23.756573083778964,2025-06,2025
O1297,2025-02-14,C004,Vikram,Technology,Monitor,Dell Monitor,South,Chennai,5,7169,0.1,32260.5,24607.18,7653.32,35845,23.723500875683882,2025-02,2025
O1298,2025-09-02,C030,Vikram,Office Supplies,Pen,Cello Pen,West,Ahmedabad,3,26517,0.1,71595.9,43589.36,28006.54,79551,39.11751929928949,2025-09,2025
O1299,2025-07-20,C029,Sneha,Technology,Mobile,Samsung Mobile,South,Chennai,5,31878,0.15,135481.5,128428.77,7052.73,159390,5.205677527928167,2025-07,2025
O1300,2025-12-31,C086,Kiran,Technology,Laptop,HP Laptop,East,Kolkata,5,15948,0.0,79740.0,60833.89,18906.11,79740,23.709694005517935,2025-12,2025
O1301,2025-12-07,C046,Kiran,Office Supplies,File,Office File,West,Pune,2,50691,0.2,81105.6,50922.11,30183.49,101382,37.21505050206151,2025-12,2025
O1302,2025-12-20,C011,Sneha,Office Supplies,File,Document File,West,Mumbai,8,16096,0.1,115891.2,70717.81,45173.39,128768,38.979137328804946,2025-12,2025
O1303,2025-10-02,C037,Neha,Office Supplies,Notebook,Classmate Notebook,West,Pune,8,9529,0.0,76232.0,66093.8,10138.2,76232,13.299139468989402,2025-10,2025
O1304,2025-04-01,C098,Amit,Technology,Keyboard,HP Keyboard,South,Hyderabad,5,43271,0.1,194719.5,117405.92,77313.58,216355,39.70510400858671,2025-04,2025
O1305,2025-01-20,C041,Vikram,Technology,Monitor,LG Monitor,South,Chennai,7,16959,0.2,94970.4,82404.32,12566.08,118713,13.231575311886651,2025-01,2025
O1306,2025-03-16,C033,Ravi,Furniture,Chair,Office Chair,West,Pune,4,29635,0.05,112613.0,84073.18,28539.82,118540,25.343272979140952,2025-03,2025
O1307,2025-08-07,C082,Arjun,Office Supplies,File,Office File,West,Mumbai,3,36693,0.0,110079.0,98656.2,11422.8,110079,10.376911127463003,2025-08,2025
O1308,2025-12-03,C081,Rahul,Office Supplies,File,Office File,East,Patna,3,19603,0.0,58809.0,33743.94,25065.06,58809,42.62112941896648,2025-12,2025
O1309,2025-07-08,C031,Neha,Technology,Keyboard,HP Keyboard,West,Ahmedabad,6,21926,0.1,118400.4,66578.44,51821.96,131556,43.768399431083004,2025-07,2025
O1310,2025-05-06,C021,Priya,Furniture,Cabinet,Storage Cabinet,South,Chennai,3,52889,0.05,150733.65,91009.07,59724.58,158667,39.62259256642429,2025-05,2025
O1311,2025-09-21,C026,Rahul,Technology,Keyboard,Logitech Keyboard,East,Bhubaneswar,9,57153,0.1,462939.3,439388.81,23550.49,514377,5.087165855221192,2025-09,2025
O1312,2025-02-06,C013,Ravi,Office Supplies,Pen,Parker Pen,West,Mumbai,4,32892,0.2,105254.4,89065.27,16189.13,131568,15.38095319530585,2025-02,2025
O1313,2025-04-14,C023,Anjali,Technology,Keyboard,HP Keyboard,South,Bangalore,1,20231,0.1,18207.9,14483.32,3724.58,20231,20.455846088785634,2025-04,2025
O1314,2025-07-07,C077,Priya,Furniture,Table,Computer Table,East,Bhubaneswar,6,1198,0.1,6469.2,4979.03,1490.17,7188,23.034842020651705,2025-07,2025
O1315,2025-08-22,C016,Amit,Technology,Laptop,Lenovo Laptop,West,Pune,2,15371,0.0,30742.0,23064.18,7677.82,30742,24.97501789083339,2025-08,2025
O1316,2025-04-30,C055,Amit,Furniture,Table,Computer Table,South,Bangalore,2,59786,0.1,107614.8,93774.79,13840.01,119572,12.860693882254113,2025-04,2025
O1317,2025-02-22,C019,Anjali,Technology,Monitor,Dell Monitor,West,Mumbai,1,15692,0.2,12553.6,7073.55,5480.05,15692,43.65321501401988,2025-02,2025
